account,symbol,execution_price,size,side,time,start_position,event,closedPnl,leverage
0x6eda1624,OP,3.2233,17.6151,Sell,2024-06-11 00:26:48,-18.0115,fill,75.44,20
0x734c7e29,OP,3.1719,2.3652,Buy,2024-06-11 09:50:44,23.6104,fill,-8.04,3
0xe34cbfaf,AVAX,35.0282,6.4654,Sell,2024-06-11 14:51:45,-71.784,fill,44.4,10
0xbc5a4471,DOGE,0.0795,2.9358,Buy,2024-06-11 02:33:55,461.7609,fill,47.17,2
0xe34cbfaf,AVAX,35.6507,7.164,Sell,2024-06-11 17:29:34,-14.2389,fill,-108.09,5
0x1600888d,BTC,41221.3828,7.0185,Sell,2024-06-11 01:40:52,-171.6518,fill,5.03,10
0x6704a0b6,AVAX,33.6211,11.5875,Sell,2024-06-12 03:33:29,-17.4478,fill,-159.64,5
0xe34cbfaf,DOGE,0.0773,3.6914,Sell,2024-06-12 20:25:00,-22.5287,fill,-6.23,2
0xf87faa6d,BTC,42484.8627,3.7434,Sell,2024-06-12 03:45:38,-48.9521,fill,-33.88,20
0xd2a0814d,MATIC,0.9286,6.0969,Sell,2024-06-12 10:09:44,-40.2511,fill,26.22,3
0xe34cbfaf,LINK,14.1415,11.0936,Buy,2024-06-12 00:57:34,2.3803,fill,-56.29,3
0x2ebb92af,ETH,2365.1422,8.355,Sell,2024-06-12 02:34:23,-10.1037,fill,7.5,3
0xd2a0814d,APT,9.8073,4.5961,Buy,2024-06-12 16:53:54,4.4117,fill,14.29,20
0xdbcd12c2,DOGE,0.0788,12.3307,Buy,2024-06-12 17:05:07,18.3944,fill,62.85,3
0x8362d113,BTC,43022.3577,10.7544,Sell,2024-06-12 14:55:44,-50.5343,fill,22.97,5
0xc21209c3,MATIC,0.8879,35.728,Sell,2024-06-12 03:55:07,-5.5484,fill,-285.95,20
0xad8c19b0,DOGE,0.0778,8.4291,Buy,2024-06-12 10:06:18,90.678,fill,-139.65,5
0xa1b4c210,MATIC,0.925,12.4114,Sell,2024-06-12 21:49:56,-9.0861,fill,208.02,2
0xd3dfa2f0,ARB,1.2331,15.3373,Sell,2024-06-12 16:16:55,-23.1263,fill,116.39,5
0x8df944c3,DOGE,0.0797,18.5276,Buy,2024-06-12 11:14:58,64.9699,fill,150.05,5
0xa791ffc1,MATIC,0.8372,1.5085,Buy,2024-06-12 10:00:44,7.6165,fill,3.33,5
0x16d92688,ARB,1.0711,11.8564,Buy,2024-06-12 18:50:41,13.7144,fill,-15.1,10
0xd6f9bd6e,AVAX,34.8105,3.967,Buy,2024-06-12 21:21:57,6.864,funding,-4.99,3
0xc93b82a3,BTC,42843.4169,20.8122,Sell,2024-06-12 00:34:46,-6.8507,fill,157.26,2
0x80171029,AVAX,35.1316,8.1209,Buy,2024-06-12 07:29:20,11.5389,fill,76.85,3
0xc814ce06,OP,3.264,1.9011,Sell,2024-06-12 01:25:04,-7.9634,fill,-36.89,10
0xd2a0814d,DOGE,0.0775,35.3861,Buy,2024-06-12 06:03:40,31.3907,fill,175.36,2
0x2ebb92af,AVAX,34.3731,1.8325,Buy,2024-06-12 02:57:48,32.8364,fill,6.51,10
0x734c7e29,BTC,42293.5651,22.5467,Buy,2024-06-12 04:42:19,19.8257,fill,-199.25,5
0x6eda1624,ARB,1.1483,6.563,Buy,2024-06-12 08:00:24,8.8835,fill,49.09,20
0x1600888d,MATIC,0.9122,7.8926,Buy,2024-06-12 21:24:23,33.1568,fill,-49.4,2
0x16d92688,OP,3.2547,4.7437,Buy,2024-06-12 21:22:00,29.4163,fill,40.26,5
0x705a5661,OP,3.1189,4.7743,Buy,2024-06-12 19:53:55,16.1844,fill,20.04,10
0x734c7e29,APT,9.2225,4.1486,Buy,2024-06-12 20:38:12,1.5139,fill,154.46,5
0xc814ce06,ARB,1.2344,11.8648,Buy,2024-06-12 16:58:17,12.1251,fill,289.91,3
0x181c01b5,SOL,94.3575,9.2645,Buy,2024-06-12 02:31:50,23.2848,fill,105.44,20
0xf87faa6d,AVAX,34.4201,7.2922,Buy,2024-06-12 10:14:11,16.9923,fill,16.45,5
0xc2da0d2f,LINK,14.1286,12.4962,Buy,2024-06-12 17:32:13,3.8942,fill,-63.49,5
0x20cc0e16,DOGE,0.0755,5.9612,Buy,2024-06-12 19:14:41,17.7437,fill,-39.49,10
0x6704a0b6,ETH,2257.0464,14.7478,Buy,2024-06-12 03:14:08,41.5811,fill,93.13,3
0xdbcd12c2,AVAX,33.2875,9.1938,Sell,2024-06-12 21:37:39,-27.1682,fill,-67.85,2
0x705a5661,BTC,42099.5251,35.7587,Sell,2024-06-12 09:25:55,-2.7604,fill,169.09,5
0xc814ce06,AVAX,36.3321,4.6073,Buy,2024-06-12 19:48:41,12.2823,liquidation,-13.86,2
0xed407866,ETH,2256.7874,1.8795,Buy,2024-06-12 17:31:11,45.7346,fill,3.96,5
0x11633489,BTC,42523.1301,13.3094,Buy,2024-06-12 08:42:10,21.2854,fill,-32.65,5
0x7218933c,BTC,39979.1722,53.4036,Buy,2024-06-13 01:05:47,26.0481,fill,609.67,3
0x105653e3,BTC,40743.5808,9.9511,Buy,2024-06-13 03:21:34,11.1956,fill,35.9,2
0x8df944c3,LINK,14.2848,3.9009,Buy,2024-06-13 15:12:05,17.3471,liquidation,-83.73,2
0xd6f9bd6e,ETH,2315.5362,6.2571,Buy,2024-06-13 10:57:11,158.8185,fill,63.96,3
0x705a5661,BTC,43656.8302,5.3065,Sell,2024-06-13 17:57:04,-13.3854,fill,30.67,3
0xdbb8fa6e,DOGE,0.0821,8.7256,Sell,2024-06-13 15:19:56,-10.4565,fill,8.14,10
0x7351513a,ARB,1.2788,16.3926,Buy,2024-06-13 22:35:29,38.1154,fill,20.68,3
0x705a5661,APT,9.6856,49.6841,Buy,2024-06-13 07:03:10,23.3261,funding,-3.33,3
0xe34cbfaf,AVAX,36.5348,5.2684,Buy,2024-06-13 13:44:05,17.9881,fill,-39.98,5
0xa791ffc1,ETH,2273.8655,24.7541,Buy,2024-06-13 06:37:32,28.9457,fill,-170.68,5
0x705a5661,ARB,1.1846,10.5671,Sell,2024-06-13 23:59:46,-8.1519,fill,155.03,20
0x11633489,AVAX,34.799,6.6848,Buy,2024-06-13 09:51:02,7.1495,fill,-68.52,5
0x734c7e29,LINK,13.6539,6.2374,Sell,2024-06-13 23:13:27,-5.0419,fill,-33.35,10
0x8ba13e23,APT,9.2547,32.0323,Buy,2024-06-13 08:06:02,13.3131,fill,689.61,20
0xf9c262ed,AVAX,36.0782,18.8028,Buy,2024-06-13 20:22:24,13.0905,fill,-285.07,3
0xc814ce06,DOGE,0.083,7.4464,Buy,2024-06-13 13:49:08,33.1393,fill,-123.99,5
0xed407866,MATIC,0.8914,8.2295,Buy,2024-06-13 20:30:44,11.2592,fill,207.32,2
0x2a4c73f5,MATIC,0.8778,11.153,Sell,2024-06-13 19:27:54,-3.8016,fill,25.78,10
0x17963822,ARB,1.2107,96.2901,Sell,2024-06-13 23:17:23,-7.9494,fill,631.57,20
0xad8c19b0,APT,9.2901,2.5751,Sell,2024-06-13 13:15:01,-14.9968,fill,13.77,5
0x105653e3,ETH,2240.9913,17.5684,Sell,2024-06-13 09:36:57,-7.412,fill,-21.55,2
0x6eda1624,MATIC,0.9393,12.311,Buy,2024-06-14 23:31:34,66.3237,funding,-10.66,3
0xc93b82a3,SOL,94.796,5.8724,Sell,2024-06-14 10:33:03,-9.642,fill,11.75,5
0xb355791f,OP,3.127,2.6367,Buy,2024-06-14 18:22:00,8.3817,fill,17.3,2
0x86c7538c,AVAX,33.7858,7.0816,Buy,2024-06-14 12:56:35,4.0273,fill,-13.62,3
0x734c7e29,SOL,96.5483,12.4763,Buy,2024-06-14 19:00:51,16.0729,liquidation,-110.4,10
0x16d92688,AVAX,36.0217,18.4593,Buy,2024-06-14 05:45:35,57.8835,fill,85.67,2
0x8362d113,AVAX,32.8234,8.6593,Buy,2024-06-14 12:03:10,8.0125,fill,154.15,2
0x80171029,BTC,40842.0686,31.9451,Buy,2024-06-14 00:36:04,38.0143,fill,86.21,20
0x7351513a,MATIC,0.892,9.0743,Buy,2024-06-14 00:04:05,12.932,fill,-37.47,10
0x8df944c3,ETH,2354.1824,7.4077,Buy,2024-06-14 03:26:16,113.1221,fill,-40.59,3
0x8362d113,AVAX,35.1372,9.0152,Sell,2024-06-14 03:17:05,-31.2346,fill,15.02,10
0x734c7e29,LINK,12.7892,5.1932,Sell,2024-06-14 23:52:40,-16.3768,fill,91.66,3
0x8362d113,APT,9.6025,11.2179,Buy,2024-06-14 11:01:43,26.6453,fill,-106.96,2
0x5ac236be,MATIC,0.8942,12.9397,Sell,2024-06-14 19:21:44,-12.7884,fill,15.19,5
0x5eec9e8b,LINK,14.156,32.6395,Buy,2024-06-14 14:37:17,7.7327,fill,580.95,2
0x1600888d,DOGE,0.0802,8.1619,Buy,2024-06-14 12:13:55,24.1463,fill,21.09,2
0x80171029,DOGE,0.0771,20.548,Buy,2024-06-14 21:04:50,7.1074,fill,260.17,10
0xe4a395f7,DOGE,0.0797,14.6704,Buy,2024-06-14 09:49:31,24.5904,fill,140.55,2
0xa791ffc1,SOL,95.0954,93.3568,Sell,2024-06-14 14:51:25,-33.0201,fill,-104.09,20
0xb286b60e,LINK,12.8989,26.4135,Buy,2024-06-14 16:02:37,5.0375,fill,-248.89,5
0xa1b4c210,MATIC,0.9101,32.5334,Sell,2024-06-14 22:34:13,-64.4839,fill,-485.64,2
0x105653e3,LINK,13.9423,9.2854,Sell,2024-06-14 15:02:05,-19.0658,fill,-167.57,3
0x2a4c73f5,BTC,40242.7536,2.7354,Buy,2024-06-14 16:28:16,29.7579,fill,-6.31,5
0x1600888d,ETH,2280.0001,11.7934,Buy,2024-06-14 00:17:10,141.8815,fill,-106.41,3
0xad8c19b0,LINK,13.4675,6.4674,Sell,2024-06-14 03:20:37,-18.0857,fill,107.44,20
0xbc5a4471,LINK,14.3396,55.1133,Buy,2024-06-14 03:46:14,15.1099,fill,815.64,3
0xe34cbfaf,AVAX,35.4474,10.2307,Sell,2024-06-14 03:36:06,-16.867,fill,123.29,5
0xb355791f,BTC,39964.843,1.6845,Buy,2024-06-14 10:02:08,2.7161,fill,-13.68,3
0xc814ce06,LINK,14.7961,34.754,Buy,2024-06-14 15:39:52,122.0774,funding,9.98,10
0x8df944c3,AVAX,35.7826,0.373,Buy,2024-06-14 16:47:11,20.1483,fill,-1.58,3
0x17963822,BTC,41838.037,27.6951,Buy,2024-06-14 14:19:23,4.8089,fill,-235.1,2
0xe34cbfaf,BTC,43306.0428,76.1951,Buy,2024-06-14 09:43:15,50.2333,fill,49.92,5
0x7218933c,SOL,92.946,42.9953,Sell,2024-06-14 12:12:36,-27.4338,fill,65.35,2
0x8ba13e23,MATIC,0.8926,11.0964,Buy,2024-06-14 01:04:13,20.8068,fill,-23.07,5
0xbc5a4471,ETH,2382.1027,12.1156,Buy,2024-06-14 18:55:30,17.2108,fill,100.08,3
0x734c7e29,ARB,1.1744,2.7584,Buy,2024-06-14 10:57:22,30.8874,fill,-17.37,3
0xc2da0d2f,SOL,96.4043,14.0549,Buy,2024-06-15 13:39:11,14.7181,fill,90.87,2
0xa4d45831,MATIC,0.9493,5.7088,Buy,2024-06-15 01:42:49,28.3697,fill,-45.57,5
0xd2a0814d,MATIC,0.8901,20.2286,Buy,2024-06-15 13:31:45,5.413,fill,244.17,5
0x8df944c3,APT,9.7442,16.2023,Buy,2024-06-15 02:30:20,11.1527,fill,-48.79,5
0x86c7538c,LINK,14.1649,10.5117,Sell,2024-06-15 02:46:24,-15.5933,fill,-185.59,2
0xa791ffc1,DOGE,0.0826,15.3554,Buy,2024-06-15 13:31:34,7.4928,fill,25.0,3
0x17963822,OP,3.1268,18.2109,Buy,2024-06-15 04:45:02,15.2283,fill,330.57,2
0x1600888d,AVAX,34.8838,10.5872,Buy,2024-06-15 01:48:05,6.8548,fill,269.25,2
0x8ba13e23,OP,3.3867,28.3518,Buy,2024-06-15 03:24:40,6.657,fill,271.92,5
0xb355791f,ARB,1.1427,7.1818,Buy,2024-06-15 14:46:33,19.4559,fill,-25.65,3
0x718397ca,MATIC,0.8637,18.5158,Sell,2024-06-15 13:45:32,-31.2922,fill,122.49,3
0xf87faa6d,SOL,93.5882,7.0006,Buy,2024-06-15 04:18:04,4.072,fill,50.56,5
0xbc5a4471,MATIC,0.8779,16.7822,Buy,2024-06-15 09:24:59,3.8369,fill,-42.49,5
0xa791ffc1,AVAX,35.0403,4.5646,Sell,2024-06-15 23:02:28,-12.668,fill,34.83,5
0x181c01b5,APT,9.8122,11.9612,Buy,2024-06-15 23:33:07,60.8448,funding,0.96,3
0xbc5a4471,AVAX,36.6799,47.7545,Buy,2024-06-15 18:28:32,88.4928,fill,-221.03,10
0x5eec9e8b,ETH,2349.2247,3.1491,Buy,2024-06-15 01:53:56,35.2961,fill,47.62,5
0xed407866,ETH,2326.7852,54.4297,Buy,2024-06-15 01:55:47,15.9225,fill,1223.83,2
0x181c01b5,AVAX,35.9722,5.3506,Sell,2024-06-15 23:51:33,-17.5918,fill,65.47,10
0xc744240f,BTC,41699.1996,28.7187,Buy,2024-06-15 05:27:38,9.399,fill,569.35,3
0x7218933c,ETH,2348.1169,24.171,Sell,2024-06-15 08:56:52,-14.6008,fill,213.46,5
0x339381eb,ETH,2240.3732,6.0501,Sell,2024-06-15 02:23:59,-30.9081,fill,-26.33,2
0xdbcd12c2,MATIC,0.9008,40.9816,Buy,2024-06-15 03:05:18,15.2933,fill,411.25,3
0xc621fbcd,ETH,2239.132,13.9972,Buy,2024-06-15 00:22:53,33.1753,fill,284.4,3
0xb286b60e,OP,3.1272,7.8629,Buy,2024-06-15 04:12:24,4.5262,fill,-96.89,10
0xc21209c3,BTC,43017.8788,25.5745,Buy,2024-06-15 03:12:10,26.326,fill,-175.62,10
0xd2a0814d,AVAX,34.0614,6.1598,Buy,2024-06-15 20:28:16,110.0956,fill,-22.59,2
0xf87faa6d,OP,3.1941,23.5821,Buy,2024-06-15 15:44:17,23.3795,fill,165.47,5
0xd2a0814d,ETH,2287.896,1.4493,Buy,2024-06-15 01:09:12,9.6005,fill,3.89,5
0x5ac236be,OP,3.0367,113.7638,Sell,2024-06-15 13:25:48,-12.9971,fill,530.61,5
0x718397ca,DOGE,0.0848,11.3156,Buy,2024-06-15 11:16:44,13.7051,fill,-128.63,5
0xd6f9bd6e,DOGE,0.0813,3.4522,Buy,2024-06-15 10:27:20,48.709,liquidation,-22.09,10
0x705a5661,SOL,94.4759,38.0978,Buy,2024-06-15 03:38:19,16.3052,fill,198.35,3
0x46d9b92c,MATIC,0.8367,17.8254,Buy,2024-06-15 10:35:21,15.7899,fill,-249.07,5
0x8362d113,BTC,42033.2943,25.3972,Sell,2024-06-16 14:17:08,-10.5355,fill,16.1,5
0xc621fbcd,ETH,2195.1527,19.8004,Sell,2024-06-16 20:37:04,-6.2028,fill,-18.28,20
0x5ac236be,LINK,14.7934,3.3253,Buy,2024-06-16 03:53:43,50.2408,liquidation,-40.57,3
0xd3dfa2f0,BTC,39116.6632,8.8398,Sell,2024-06-16 10:58:36,-36.2941,fill,80.76,3
0xa1b4c210,DOGE,0.0834,25.8097,Sell,2024-06-16 08:28:14,-8.4564,fill,13.11,2
0x2ebb92af,DOGE,0.077,8.0107,Buy,2024-06-16 03:53:43,24.6892,fill,88.47,10
0x80171029,LINK,13.4939,6.1643,Buy,2024-06-16 01:55:33,29.4499,fill,32.21,5
0x181c01b5,ETH,2443.3067,13.2224,Buy,2024-06-16 15:21:45,22.8548,fill,-99.89,2
0xf87faa6d,DOGE,0.0824,33.5161,Buy,2024-06-16 20:35:37,51.256,fill,-501.42,5
0xbc5a4471,DOGE,0.078,7.7325,Buy,2024-06-16 21:22:50,15.1144,fill,143.8,5
0x20cc0e16,ARB,1.1521,3.6583,Buy,2024-06-16 09:31:20,2.7638,fill,-7.87,5
0xb355791f,BTC,41182.4676,45.176,Buy,2024-06-16 07:01:13,239.1192,fill,263.69,2
0x734c7e29,OP,3.309,71.443,Sell,2024-06-16 18:21:25,-8.2264,fill,374.77,5
0xf9c262ed,LINK,13.7303,6.6825,Buy,2024-06-16 00:46:05,8.3735,fill,18.22,20
0xad8c19b0,BTC,42359.7357,94.7154,Buy,2024-06-16 08:35:20,32.897,fill,1133.95,5
0xc2da0d2f,DOGE,0.0839,7.3215,Buy,2024-06-16 08:35:03,28.1842,fill,61.4,10
0x7351513a,APT,9.7227,10.7294,Buy,2024-06-16 03:03:50,3.3,fill,8.73,5
0x8df944c3,SOL,93.4225,5.1258,Buy,2024-06-16 02:14:13,7.2001,funding,1.43,20
0x5eec9e8b,MATIC,0.9202,2.2024,Buy,2024-06-16 11:35:31,10.708,fill,34.34,10
0x2a4c73f5,ARB,1.2618,29.121,Sell,2024-06-16 02:12:10,-41.7221,fill,-160.48,2
0x181c01b5,DOGE,0.0818,7.621,Sell,2024-06-16 23:32:24,-9.9553,fill,-2.4,3
0x705a5661,ARB,1.1814,4.6897,Buy,2024-06-16 14:06:36,20.9508,fill,46.96,5
0x46d9b92c,ARB,1.1845,61.1576,Buy,2024-06-16 15:45:54,37.6134,fill,-46.17,5
0x734c7e29,BTC,43584.0402,59.766,Sell,2024-06-16 22:32:39,-104.2498,funding,-5.88,2
0x181c01b5,SOL,97.4473,11.4156,Buy,2024-06-16 20:01:21,8.7751,fill,7.38,2
0x181c01b5,LINK,14.081,14.9447,Buy,2024-06-16 12:42:52,37.6516,fill,207.16,20
0x8ba13e23,AVAX,34.6294,20.328,Buy,2024-06-16 12:33:27,47.4952,funding,-5.53,2
0x17963822,LINK,14.2546,12.4469,Sell,2024-06-16 13:41:04,-47.1398,funding,-7.07,5
0xe34cbfaf,LINK,13.6151,2.9022,Sell,2024-06-16 15:02:50,-4.7172,fill,4.37,20
0xe4a395f7,LINK,13.2736,10.1478,Buy,2024-06-17 19:49:51,20.3262,fill,-64.75,3
0xd2a0814d,AVAX,37.0261,25.8041,Buy,2024-06-17 18:52:40,7.3202,fill,-111.36,3
0x6704a0b6,DOGE,0.0816,2.8012,Sell,2024-06-17 07:02:11,-7.3539,fill,56.76,5
0x105653e3,BTC,42142.1781,4.0436,Buy,2024-06-17 17:38:46,6.15,funding,-4.17,5
0x339381eb,DOGE,0.0776,26.0684,Sell,2024-06-17 05:05:35,-10.7941,fill,-341.96,5
0x17963822,ETH,2393.5216,7.0662,Sell,2024-06-17 10:41:53,-14.9964,funding,7.3,5
0x7351513a,ETH,2283.8211,32.6445,Sell,2024-06-17 09:55:08,-252.2996,fill,-279.43,10
0xf9c262ed,OP,3.2945,32.6986,Sell,2024-06-17 19:35:58,-40.9596,fill,148.89,10
0xb7ac9740,LINK,13.9792,41.8313,Buy,2024-06-17 10:09:06,14.7777,fill,137.14,5
0xc814ce06,LINK,14.2586,3.2545,Sell,2024-06-17 03:47:41,-16.4933,fill,79.35,10
0x8362d113,LINK,13.98,5.1217,Sell,2024-06-17 00:39:59,-35.3304,fill,36.81,10
0xe34cbfaf,DOGE,0.0783,13.4037,Buy,2024-06-17 03:23:07,3.5444,fill,188.04,3
0xf9c262ed,APT,9.267,5.5719,Sell,2024-06-17 20:16:53,-16.8354,fill,1.01,5
0x705a5661,MATIC,0.9297,7.0659,Buy,2024-06-17 12:57:27,20.4842,fill,-103.98,3
0x86c7538c,MATIC,0.9059,6.0468,Sell,2024-06-17 19:30:44,-10.8427,fill,39.2,20
0xed407866,MATIC,0.9349,4.6673,Sell,2024-06-17 11:09:34,-92.1883,fill,96.03,5
0x17963822,BTC,41630.6883,14.7989,Buy,2024-06-17 16:22:18,12.5358,fill,-53.35,20
0xad8c19b0,SOL,94.6983,3.3411,Buy,2024-06-17 19:16:51,11.4404,fill,17.89,5
0xdbcd12c2,APT,9.3586,11.7467,Buy,2024-06-17 06:09:09,14.6151,funding,-2.6,3
0xc621fbcd,AVAX,34.3029,5.2025,Buy,2024-06-17 08:28:02,16.8279,fill,-16.9,5
0x16d92688,APT,9.4051,5.628,Sell,2024-06-17 09:18:01,-17.1879,fill,68.05,2
0xe34cbfaf,ETH,2335.2901,21.1941,Buy,2024-06-17 19:17:31,16.8128,liquidation,-19.96,5
0xd3dfa2f0,APT,9.4826,4.5085,Buy,2024-06-17 18:21:04,48.7453,fill,-21.07,3
0xc814ce06,AVAX,33.8672,2.8083,Buy,2024-06-17 22:09:43,46.5738,fill,-68.75,5
0xe34cbfaf,OP,3.2339,6.0408,Buy,2024-06-17 00:38:03,7.0462,fill,9.23,5
0xe4a395f7,DOGE,0.081,10.6327,Buy,2024-06-17 09:47:03,12.6499,fill,-122.14,20
0x2ebb92af,OP,3.3619,3.8493,Buy,2024-06-17 16:08:21,152.3759,fill,16.12,2
0x8ba13e23,AVAX,35.1368,37.971,Buy,2024-06-17 11:45:40,7.6886,fill,569.1,5
0x6704a0b6,LINK,13.3478,15.4867,Sell,2024-06-17 17:19:07,-11.0466,fill,-16.88,20
0xe4a395f7,DOGE,0.0796,2.1801,Sell,2024-06-17 05:23:53,-40.1496,fill,17.07,3
0x46d9b92c,MATIC,0.9593,17.2323,Buy,2024-06-17 06:03:07,7.0071,fill,-57.3,3
0x705a5661,MATIC,0.8867,4.8357,Buy,2024-06-17 17:07:51,9.3046,fill,-68.03,3
0xc2da0d2f,ETH,2243.4327,9.8254,Sell,2024-06-17 00:53:51,-10.1229,fill,-112.78,5
0x20cc0e16,APT,8.8659,6.7501,Buy,2024-06-17 14:10:43,14.8016,fill,-22.07,5
0x181c01b5,AVAX,35.8844,7.6651,Buy,2024-06-17 03:29:10,22.8643,fill,-92.15,3
0x1600888d,APT,9.2799,5.0294,Buy,2024-06-17 16:47:57,13.6106,fill,27.53,3
0xe4a395f7,LINK,14.3113,18.2624,Sell,2024-06-17 00:08:19,-8.2413,fill,110.09,5
0xe34cbfaf,BTC,40965.5741,9.1139,Buy,2024-06-17 08:58:35,20.0153,fill,-14.23,2
0x8362d113,BTC,40323.8951,62.6213,Sell,2024-06-17 08:40:59,-61.6068,fill,708.01,3
0xd3dfa2f0,SOL,92.9346,8.3341,Sell,2024-06-17 11:33:05,-63.1726,fill,102.24,10
0xa4d45831,MATIC,0.909,17.6495,Buy,2024-06-18 10:28:48,5.0876,fill,14.31,10
0x8ba13e23,LINK,14.4533,8.0837,Sell,2024-06-18 08:07:39,-40.1674,fill,58.94,3
0xc21209c3,SOL,91.9058,2.8686,Buy,2024-06-18 16:47:46,10.7986,fill,17.71,5
0x1600888d,BTC,43228.2043,19.4175,Buy,2024-06-18 12:01:44,33.807,fill,-145.87,5
0xc21209c3,APT,9.2994,10.1626,Sell,2024-06-18 09:58:56,-37.1245,fill,116.81,2
0xf9c262ed,BTC,41779.6565,3.5488,Buy,2024-06-18 20:55:55,21.4613,fill,6.63,3
0x734c7e29,MATIC,0.8737,6.8637,Sell,2024-06-18 08:54:56,-4.3816,fill,56.96,3
0xf9c262ed,MATIC,0.8568,8.7543,Buy,2024-06-18 01:07:46,30.7965,fill,66.23,2
0x734c7e29,BTC,41484.63,41.1733,Buy,2024-06-18 04:31:21,30.9289,fill,-74.24,2
0x3a2c511e,MATIC,0.8751,3.5576,Buy,2024-06-18 16:11:11,5.2576,fill,21.64,5
0xbc5a4471,LINK,13.7386,18.6332,Sell,2024-06-18 10:28:07,-43.3311,fill,3.04,20
0xa1b4c210,DOGE,0.0818,2.7689,Buy,2024-06-18 07:01:17,19.1355,fill,-41.72,3
0xdbb8fa6e,ETH,2232.7139,10.9893,Buy,2024-06-18 09:41:12,16.3854,fill,173.79,5
0xbc5a4471,OP,3.1194,4.6743,Buy,2024-06-18 23:32:25,18.1849,fill,7.9,3
0x8362d113,AVAX,36.352,23.9896,Buy,2024-06-18 00:00:59,13.8852,fill,-16.07,5
0x5ac236be,BTC,42967.5243,2.1846,Sell,2024-06-18 05:50:57,-11.1058,fill,-22.34,2
0xf87faa6d,MATIC,0.9479,32.2909,Buy,2024-06-18 16:00:54,45.6651,fill,536.27,2
0x8362d113,OP,2.9962,15.4952,Sell,2024-06-18 23:03:56,-20.7209,fill,161.92,20
0x7351513a,AVAX,35.1555,3.9598,Buy,2024-06-18 02:08:14,16.3289,fill,-22.09,10
0xe4a395f7,APT,9.4348,7.6177,Sell,2024-06-18 00:17:51,-53.5344,fill,182.15,5
0xa1b4c210,APT,9.5084,36.2062,Sell,2024-06-18 21:23:04,-3.4254,fill,-227.1,3
0x7218933c,DOGE,0.0799,8.4113,Buy,2024-06-18 11:53:14,20.7079,fill,9.51,2
0x2a4c73f5,MATIC,0.8629,9.8704,Sell,2024-06-18 23:44:16,-12.412,fill,57.66,5
0x734c7e29,DOGE,0.0806,4.927,Buy,2024-06-18 12:17:44,22.4282,fill,-10.5,20
0xa791ffc1,ETH,2211.6182,11.2602,Sell,2024-06-18 12:39:32,-66.7986,fill,-163.69,10
0x339381eb,BTC,40684.4537,39.8913,Buy,2024-06-18 02:52:25,29.062,funding,2.89,10
0xad8c19b0,MATIC,0.9016,27.6649,Sell,2024-06-18 10:29:26,-9.4936,fill,158.69,10
0x2ebb92af,AVAX,34.9617,14.596,Sell,2024-06-19 11:51:36,-48.0129,fill,190.44,2
0xc744240f,LINK,12.9947,2.97,Buy,2024-06-19 03:18:56,25.0483,fill,25.55,2
0xc93b82a3,BTC,40655.7133,19.4607,Buy,2024-06-19 01:39:50,30.5596,fill,135.94,3
0xad8c19b0,OP,3.2063,18.2324,Sell,2024-06-19 02:55:29,-159.2943,fill,-86.8,5
0xb286b60e,OP,3.1685,4.5075,Buy,2024-06-19 20:46:27,24.8973,fill,-6.3,20
0xa4d45831,APT,9.2926,29.615,Buy,2024-06-19 08:31:27,38.5784,fill,250.68,10
0xc93b82a3,AVAX,34.4445,6.8686,Buy,2024-06-19 22:59:13,7.9831,fill,-58.57,20
0xe4a395f7,DOGE,0.0796,15.9656,Buy,2024-06-19 03:14:40,235.6274,fill,106.7,2
0xd3dfa2f0,LINK,14.1271,19.7056,Sell,2024-06-19 06:29:28,-94.1109,fill,26.37,5
0xf9c262ed,BTC,41032.1038,11.6614,Buy,2024-06-19 00:48:17,15.4623,fill,198.45,5
0xf87faa6d,OP,3.2341,83.7827,Buy,2024-06-19 12:26:02,78.7436,fill,606.75,2
0xbc5a4471,AVAX,35.0635,13.4393,Buy,2024-06-19 11:15:37,47.1553,fill,90.93,2
0xc744240f,ETH,2298.2516,45.2596,Sell,2024-06-19 08:54:00,-28.3182,fill,453.33,5
0x46d9b92c,AVAX,35.8392,21.2501,Buy,2024-06-19 01:30:36,26.4346,fill,-11.89,10
0x8df944c3,DOGE,0.0787,12.2365,Buy,2024-06-19 14:11:22,8.905,fill,-65.29,5
0x7351513a,ARB,1.1734,6.9422,Sell,2024-06-19 07:00:04,-13.2951,fill,113.05,5
0x16d92688,SOL,91.8802,9.7663,Buy,2024-06-19 00:17:09,9.9109,fill,17.81,5
0xc21209c3,BTC,43218.6764,13.5077,Buy,2024-06-19 02:01:47,11.1787,fill,-100.47,5
0xb286b60e,AVAX,34.3616,10.5438,Buy,2024-06-19 19:13:46,25.4579,fill,-84.13,20
0x11633489,ETH,2252.3216,7.7816,Buy,2024-06-19 04:06:29,10.4977,fill,59.6,3
0xa791ffc1,MATIC,0.8762,22.5739,Buy,2024-06-19 15:57:31,16.3127,fill,-137.67,2
0xc2da0d2f,ETH,2283.0334,4.0842,Buy,2024-06-19 10:08:33,18.8381,fill,-56.32,3
0x16d92688,MATIC,0.918,88.7548,Buy,2024-06-19 03:16:00,15.788,fill,-1537.21,3
0xc621fbcd,DOGE,0.0752,27.1869,Buy,2024-06-19 17:59:56,7.6002,funding,4.34,2
0x3a2c511e,ETH,2487.686,3.8816,Sell,2024-06-19 15:51:03,-97.1606,fill,5.82,5
